사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Oct,경의선,1271,능곡,121,1,"4,778",760,"9,850","2,143","22,915","3,352","20,127","8,235","11,932","5,577","9,071","4,898","8,146","5,138","7,768","5,340","7,670","5,804","6,953","6,020","6,905","7,776","8,032","9,998","8,139","12,875","7,310","17,956","3,951","13,920","3,241","9,228","2,433","8,757","1,490","6,985",724,"4,817",61,"2,592",0,0,0,0,0,0
24-Oct,경의선,1272,곡산,32,0,447,130,"1,000",729,"2,097","1,626","1,760","2,892","1,171","1,134","1,143",997,"1,013",903,889,961,999,920,"1,175",992,"1,293","1,116","1,443","1,294","2,159","1,565","2,315","1,986",681,"1,386",490,897,418,888,235,644,73,404,3,52,0,0,0,0,0,0
24-Oct,경의선,1273,백마,236,1,"6,136",850,"17,554","7,525","35,803","7,131","28,835","11,685","16,928","7,630","13,147","5,747","11,791","5,202","12,170","6,855","10,413","7,758","9,089","9,041","10,644","10,853","13,296","13,679","13,194","18,648","11,656","29,619","5,421","27,008","4,106","14,492","3,818","15,463","3,313","11,994",950,"10,005",95,"1,017",0,0,0,0,0,0
24-Oct,경의선,1274,풍산,472,2,"4,630",477,"11,495","4,569","25,862","5,035","22,589","8,653","14,978","6,886","11,447","5,581","10,893","7,343","10,579","8,345","10,119","8,080","9,331","7,755","10,434","9,358","11,442","12,532","11,989","17,186","10,113","22,570","5,768","18,649","4,667","12,492","4,830","11,379","3,085","9,294",994,"7,359",48,"1,366",0,0,0,0,0,0
24-Oct,경의선,1275,일산,"1,362",3,"9,415",829,"27,639","4,015","54,322","8,866","39,926","18,723","25,976","10,065","19,687","8,968","18,620","10,856","18,328","13,856","16,963","14,004","15,064","15,860","16,573","17,338","20,464","20,545","15,368","29,922","14,716","43,605","8,209","39,725","6,263","20,656","5,162","21,629","4,780","18,467","1,339","11,067",154,"4,193",0,0,0,0,0,0
24-Oct,경의선,1276,탄현,33,1,"7,393",442,"21,563","2,885","38,715","5,820","29,602","10,419","19,358","6,481","14,333","5,116","13,262","5,712","12,547","6,929","11,225","7,733","9,718","10,365","10,442","11,389","11,747","15,225","11,319","23,029","11,956","31,111","6,217","32,594","4,511","16,977","3,986","16,274","3,187","13,426","1,339","8,807",140,"2,788",0,0,0,0,0,0
24-Oct,경의선,1277,야당,66,0,"7,120",486,"19,572","3,442","37,407","5,335","33,965","9,901","19,469","8,525","15,097","7,115","13,913","8,386","13,974","9,977","12,854","10,308","11,510","13,377","11,877","14,749","13,002","23,576","13,888","30,470","12,793","40,768","9,451","33,344","9,525","19,221","9,591","16,781","9,229","14,032","4,417","10,190",912,"2,788",0,0,0,0,0,0
24-Oct,경의선,1278,운정,78,2,"5,744",862,"22,974","9,817","35,436","8,119","34,139","12,207","18,850","7,206","14,408","6,409","12,558","6,567","12,161","7,873","11,037","7,490","9,156","9,510","10,897","11,268","15,157","18,591","15,990","21,650","12,859","29,820","6,715","25,831","4,886","14,664","3,644","14,032","3,243","11,728",937,"7,634",130,"1,828",0,0,0,0,0,0
24-Oct,경의선,1279,금릉,102,0,"4,024",228,"14,126","2,677","22,529","6,145","18,091","10,858","12,615","6,210","10,147","4,990","9,404","5,199","9,297","5,638","8,387","6,886","7,320","8,273","7,994","8,391","9,518","12,037","11,180","15,156","11,426","17,576","5,764","17,272","4,217","10,381","3,558","9,534","2,619","8,587",607,"6,021",82,"1,796",0,0,0,0,0,0
24-Oct,경의선,1280,금촌,165,1,"4,256",407,"10,398","4,843","20,808","10,605","20,049","16,972","13,948","9,815","12,218","8,630","13,126","8,462","12,507","10,904","12,381","10,684","11,333","9,844","12,988","11,514","14,919","15,134","15,611","17,548","17,609","18,439","8,169","16,216","5,944","11,834","4,189","9,678","2,793","8,406",695,"6,311",116,"1,778",0,0,0,0,0,0
24-Oct,경의선,1282,월롱,90,0,597,18,"1,078","2,390","2,118","8,343","2,339","11,875","2,183","4,397","1,982","2,991","2,361","1,966","3,280","2,671","3,448","1,808","3,270","1,550","5,496","2,020","6,836","2,329","9,422","2,680","10,802","2,720","3,685","2,408","3,351","2,564","2,386","2,517",757,"2,280",95,"1,610",8,664,0,0,0,0,0,0
24-Oct,경의선,1283,파주,113,0,967,21,"1,587",866,"2,858","2,744","3,510","5,934","2,493","3,412","2,512","2,352","2,178","1,544","2,824","2,010","2,449","1,810","2,452","1,219","3,576","1,498","5,393","1,569","5,559","1,911","4,245","2,235","1,424","2,147","1,020","1,640",557,"1,399",345,"1,210",42,944,8,441,0,0,0,0,0,0
24-Oct,경의선,1284,문산,"1,236",3,"3,351",38,"9,030","2,916","17,027","8,254","18,190","15,524","13,375","6,651","10,034","9,178","10,187","9,759","11,367","9,107","10,856","9,791","11,467","7,959","11,752","11,268","12,285","11,167","14,724","13,538","12,717","15,292","6,185","15,048","4,163","10,279","3,303","7,488","2,198","8,279",166,"5,486",1,"2,804",0,0,0,0,0,0
24-Oct,경의선,1285,임진강,0,0,0,0,0,0,0,0,1,0,35,626,86,452,2,3,6,6,4,4,5,5,369,180,101,30,703,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,62,70,12,15,5,0,0,0,0,0,1,0,14,2,27,1,61,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct,경의선,1291,서울역,4,0,984,20,"1,240","10,348","3,047","26,750","3,752","39,545","2,655","22,673","1,835","8,504","2,414","5,389","3,472","5,621","4,136","6,815","4,593","4,542","8,154","3,515","10,601","4,467","20,416","5,142","32,447","6,256","12,498","3,089","6,963","2,267","6,990","1,828","1,123",238,"2,664","1,140",10,258,2,0,0,0,0,0
24-Oct,경의선,1292,공덕,21,4,782,83,"1,898","2,391","4,787","7,964","6,378","21,122","5,916","8,912","6,457","4,069","6,296","4,244","6,043","4,353","6,016","4,329","6,322","4,205","6,316","4,407","7,762","5,542","12,770","7,427","18,013","7,863","8,892","5,264","7,331","3,751","8,877","4,202","6,753","3,221","2,675","2,114",128,338,0,0,0,0,0,0
24-Oct,경의선,1293,홍대입구,8,1,425,120,847,758,"1,488","2,356","1,914","7,871","1,564","7,443","1,762","5,848","1,905","4,876","2,559","6,443","3,231","6,389","4,180","5,989","5,137","5,715","5,616","6,249","7,423","6,720","8,895","7,777","6,701","5,439","6,377","3,516","7,012","3,316","6,932","2,592","2,810","1,735",88,283,0,0,0,0,0,0
24-Oct,경의선,1294,디지털미디어시티,7,0,"1,294",540,"3,840","1,592","10,917","2,030","11,443","5,236","6,760","4,389","5,331","3,238","4,445","3,063","4,752","3,077","4,267","3,866","4,372","3,503","4,513","4,309","5,444","5,517","5,714","7,901","5,885","11,258","3,213","8,267","2,394","5,565","2,040","4,369","1,637","4,783",843,"2,799",55,462,0,0,0,0,0,0
24-Oct,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct,경의선,1296,계양,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct,경춘선,1311,신내,24,0,"1,613",539,"5,171","2,605","12,618","5,573","10,620","8,738","5,978","2,964","4,652","2,484","3,996","2,617","3,939","2,434","3,603","3,416","3,481","2,631","3,951","4,910","4,915","4,034","5,456","6,775","6,992","8,859","3,028","7,080","1,794","3,951","1,497","3,039","1,217","2,827",630,"2,238",76,747,0,0,0,0,0,0
24-Oct,경춘선,1312,갈매,16,1,"2,439",480,"4,662","1,158","14,903","2,784","9,929","5,668","7,144","2,510","5,257","3,210","3,991","2,215","4,423","2,528","3,711","3,407","3,460","2,644","3,658","4,983","3,840","5,052","3,901","6,935","5,275","10,214","2,222","8,217","1,782","4,494","2,822","3,802","1,917","2,987",806,"1,709",17,637,0,0,0,0,0,0
24-Oct,경춘선,1313,별내,17,0,"1,391",675,"3,318","1,911","9,578","4,043","8,972","6,790","6,144","3,550","4,700","3,571","3,846","2,845","4,229","2,900","4,237","3,322","4,117","3,020","4,857","4,253","5,646","5,511","5,880","6,505","6,608","8,253","3,400","6,669","2,438","3,688","2,174","2,449","1,751","2,719","1,060","1,405",64,461,0,0,0,0,0,0
24-Oct,경춘선,1314,퇴계원,32,0,"3,326",612,"6,229","1,979","18,095","4,123","13,008","5,423","9,901","3,177","7,402","3,825","6,017","3,095","6,857","3,179","5,660","4,029","4,263","4,247","4,618","5,077","4,665","7,538","5,483","10,924","5,550","11,523","2,427","11,113","1,789","6,325","1,314","4,727","1,069","5,199",414,"2,599",31,"1,024",0,0,0,0,0,0
24-Oct,경춘선,1315,사릉,38,2,"2,147",623,"4,477","1,708","10,479","4,939","8,367","4,490","5,540","2,430","4,082","2,455","3,713","2,247","3,583","2,384","3,443","1,907","2,781","3,151","3,100","2,970","3,426","4,198","4,580","5,609","5,259","7,714","1,830","8,407","1,331","3,855",937,"2,828",613,"2,517",206,"1,935",14,505,0,0,0,0,0,0
24-Oct,경춘선,1316,금곡,31,1,"1,841",315,"2,563","1,487","5,162","2,498","4,955","5,557","3,638","2,468","3,139","1,911","2,989","1,626","2,864","2,206","2,777","1,680","2,116","2,670","2,770","2,369","3,199","2,860","3,447","3,731","3,577","4,596","1,158","3,999",790,"1,740",616,"1,983",389,"1,643",192,"1,179",17,289,1,1,0,0,0,0
24-Oct,경춘선,1317,평내호평,714,7,"6,811",720,"15,265","2,088","30,674","4,863","24,112","10,954","15,619","7,139","13,216","6,186","11,615","6,224","10,722","8,937","9,945","7,907","8,478","10,426","9,153","10,935","9,069","13,450","9,504","22,414","9,116","23,175","5,675","23,093","4,608","12,170","4,150","9,229","3,534","8,789","1,638","5,574",58,"2,496",0,0,0,0,0,0
24-Oct,경춘선,1318,천마산,3,0,"1,058",231,"3,508",820,"8,283","1,740","6,606","2,057","5,429","1,749","4,143","1,553","3,138","2,062","2,943","2,000","2,560","2,132","2,288","2,601","2,075","3,282","2,407","3,349","2,023","4,938","2,060","5,434",984,"4,660",609,"3,171",466,"2,526",290,"1,942",117,"1,173",12,252,0,0,0,0,0,0
24-Oct,경춘선,1319,마석,22,4,"1,623",546,"9,229","3,292","15,711","6,585","14,226","7,547","11,150","5,803","9,137","4,704","7,412","5,887","7,422","5,638","7,030","6,859","6,761","6,608","7,235","8,219","8,182","8,394","7,606","11,714","7,263","11,166","3,475","13,753","2,891","7,419","2,114","5,794","1,535","5,036",658,"2,154",45,840,0,0,0,0,0,0
24-Oct,경춘선,1320,대성리,2,0,513,71,"1,222",434,"1,288","1,236","1,402","1,531","1,270","1,097","1,480","1,480","1,624","1,230","1,122","1,027","1,099","1,394","1,205","2,241","1,803","1,540","2,145","1,714","2,122","1,595","1,158","1,100",549,855,378,704,208,496,193,328,75,306,2,8,0,0,0,0,0,0
24-Oct,경춘선,1321,청평,27,2,787,226,"2,215","1,189","4,339","2,103","5,512","4,408","4,443","4,629","4,138","4,278","4,421","3,099","4,317","4,215","4,018","3,350","4,655","3,576","5,131","3,917","5,001","4,496","5,455","5,776","3,796","4,316","1,681","3,997","1,248","2,860",860,"1,905",649,"1,437",147,"1,234",5,273,0,0,0,0,0,0
24-Oct,경춘선,1322,상천,4,0,195,28,282,291,700,393,664,"1,055",551,"1,344",649,"1,464",599,"1,421",719,905,"1,111",535,"1,633",639,"1,602",581,"1,367",491,"1,002",590,459,374,218,488,125,236,72,296,24,161,8,88,0,38,0,0,0,0,0,0
24-Oct,경춘선,1323,가평,3,0,914,212,"1,852","1,240","3,659","3,180","4,693","6,396","3,870","6,893","3,943","8,960","4,635","9,964","4,410","7,335","4,884","5,699","6,783","5,264","9,330","5,181","10,689","3,682","10,485","4,414","7,569","4,130","3,703","4,019","2,060","2,812","1,257","1,869",568,"1,744",327,"1,242",23,362,0,0,0,0,0,0
24-Oct,경춘선,1324,굴봉산,0,0,39,3,93,55,128,185,202,337,232,343,256,900,297,663,285,311,489,329,589,299,721,235,607,221,381,200,199,152,99,88,68,101,28,86,36,63,3,42,0,4,0,0,0,0,0,0
24-Oct,경춘선,1325,백양리,0,0,15,4,27,50,66,245,156,252,113,215,172,549,290,492,323,283,365,239,378,358,419,172,347,189,417,102,173,74,61,50,31,80,16,41,14,17,5,20,1,13,0,0,0,0,0,0
24-Oct,경춘선,1326,강촌,14,0,157,48,366,234,808,422,"1,063","2,176",953,"2,045","1,019","2,292","1,406","2,426","1,416","1,306","1,531","1,044","2,085","1,260","2,734",828,"2,728","1,112","2,158",903,"1,203",949,557,755,284,467,263,466,92,515,42,429,10,51,0,0,0,0,0,0
24-Oct,경춘선,1327,김유정,22,0,135,5,242,111,636,600,650,"1,339",541,"1,484",696,"2,485",762,"2,749","1,059","2,235","1,407","1,688","1,837","1,347","2,494","1,134","2,199",893,"2,198",937,"1,527",823,655,543,291,380,157,306,45,208,17,147,14,61,0,0,0,0,0,0
24-Oct,경춘선,1328,남춘천,608,2,"1,469",29,"4,013","1,015","4,944","3,380","6,993","6,272","7,054","6,400","6,717","5,625","6,186","11,175","6,448","8,684","7,263","6,487","8,563","5,028","9,383","7,009","9,387","6,054","7,953","7,321","6,336","6,946","4,604","9,903","3,604","4,499","3,095","4,105","1,728","5,126",519,"2,338",5,"2,138",0,0,0,0,0,0
24-Oct,경춘선,1329,춘천,292,2,630,10,"1,598",505,"1,899","1,711","2,929","5,315","3,070","6,191","2,878","5,277","3,389","6,332","3,455","4,287","4,619","4,323","5,883","2,930","8,833","3,636","9,512","2,628","8,030","2,818","5,449","2,615","3,149","3,031","1,873","1,880","1,241","1,644",737,"1,246",189,"1,224",4,761,0,0,0,0,0,0
24-Oct,수인선,1873,고색,644,2,"3,682",417,"9,027","3,449","20,298","17,978","16,715","26,297","8,521","7,177","5,944","3,787","5,944","4,823","6,652","4,636","5,920","4,722","5,494","4,768","6,462","5,719","7,860","8,135","18,550","10,616","22,462","13,467","7,122","14,000","6,589","9,009","4,163","6,713","2,352","5,987",891,"3,884",6,"2,021",0,0,0,0,0,0
24-Oct,수인선,1874,오목천,9,1,"1,324",371,"6,086","2,009","14,532","5,633","15,953","13,443","9,639","8,630","7,574","5,467","7,718","5,019","9,185","5,379","7,863","6,447","6,806","4,852","8,896","5,964","12,587","8,915","11,067","8,010","11,016","14,758","5,391","9,679","3,394","5,345","3,147","4,959","2,155","5,772",870,"3,403",12,372,0,0,0,0,0,0
24-Oct,수인선,1875,어천,2,0,340,89,"2,008","1,837","4,600","4,439","4,211","3,849","3,495","2,028","2,877","1,620","2,852","1,778","2,781","1,874","2,391","2,388","2,061","2,222","2,783","2,439","4,825","3,436","3,523","3,375","4,452","4,922","1,796","3,323","1,096","1,805",622,"1,982",407,"1,546",149,710,0,122,0,0,0,0,0,0
24-Oct,수인선,1876,야목,2,1,244,37,644,690,"1,390",925,"1,185",792,940,463,658,617,628,476,611,458,560,478,534,458,729,549,"1,310",789,"1,004",793,"1,008","1,240",372,693,212,302,187,470,91,308,37,173,0,32,0,0,0,0,0,0
24-Oct,수인선,1877,사리,5,0,"5,530",432,"11,776","1,796","25,822","3,578","23,500","5,718","13,076","2,930","9,662","3,153","8,015","3,042","8,341","4,157","7,633","5,523","5,851","5,318","6,039","7,290","6,825","10,815","7,151","12,764","7,023","21,203","4,183","14,608","2,633","10,100","2,008","10,259","2,131","8,327",817,"5,505",22,647,0,0,0,0,0,0
24-Oct,수인선,1878,달월,0,0,20,37,67,138,186,116,202,327,101,109,81,144,124,122,110,116,122,161,139,102,141,118,274,168,300,136,832,140,110,80,40,59,39,53,24,61,14,33,0,5,0,0,0,0,0,0
24-Oct,수인선,1879,월곶,1,0,"1,929",433,"5,373","1,452","11,930","2,074","12,059","3,158","6,688","3,573","4,817","5,140","4,802","5,391","4,916","4,850","4,442","4,789","4,461","4,614","4,960","5,367","5,286","6,455","5,827","8,026","7,401","11,001","3,549","6,354","2,313","4,336","2,081","4,237","1,447","3,349",517,"1,998",2,288,0,0,0,0,0,0
24-Oct,수인선,1880,소래포구,20,1,"3,027",449,"8,178","2,622","17,802","3,880","15,541","8,073","9,148","7,501","7,501","11,240","9,717","19,569","11,673","21,157","13,664","15,109","18,538","12,583","20,880","11,365","18,178","12,002","12,724","13,695","10,421","16,978","6,109","11,953","5,028","7,356","5,113","7,109","3,629","5,464","1,921","3,754",24,733,0,0,0,0,0,0
24-Oct,수인선,1881,인천논현,9,1,"3,085",811,"7,265","4,756","15,455","8,621","15,298","13,747","9,881","10,161","8,460","7,154","9,197","7,503","9,695","8,869","9,052","9,329","9,037","9,739","9,781","10,456","10,463","13,134","12,178","16,954","11,764","20,090","7,478","12,644","7,061","8,670","6,777","7,302","5,096","5,143","2,448","3,733",4,695,0,0,0,0,0,0
24-Oct,수인선,1882,호구포,10,0,"2,168",837,"3,443","6,778","7,370","18,215","8,590","21,995","5,539","4,631","5,010","3,014","5,172","3,671","5,511","4,081","5,104","4,013","5,154","4,372","5,378","4,642","6,618","5,775","16,205","7,403","16,831","8,339","5,627","6,675","5,825","4,990","4,075","3,999","1,944","3,105","1,042","2,651",2,427,0,0,0,0,0,0
24-Oct,수인선,1883,남동인더스파크,2,0,536,816,"1,132","4,479","1,383","18,226","2,098","22,438","1,572","3,321","1,435","1,333","1,785","1,545","2,106","1,564","1,963","1,669","2,274","1,202","2,850","1,090","4,232","1,290","15,984","1,865","11,876","2,320","4,354","2,309","4,355","1,535","1,915",869,505,581,168,425,1,44,0,0,0,0,0,0
24-Oct,수인선,1884,원인재,39,2,"3,905",779,"7,554","2,854","14,867","6,095","16,868","8,563","9,890","4,874","7,931","4,898","7,519","5,449","7,545","6,014","7,669","6,591","6,606","6,931","7,369","9,194","7,652","10,799","8,690","13,490","8,674","17,120","5,139","12,001","4,163","8,205","3,845","7,992","2,820","6,620","1,495","4,446",38,739,0,0,0,0,0,0
24-Oct,수인선,1885,연수,9,0,"3,616",863,"7,228","2,760","15,520","4,792","14,943","12,414","8,058","8,189","7,086","7,169","7,767","6,896","8,255","7,445","8,476","7,916","8,405","7,580","8,859","8,471","9,501","11,018","9,973","15,092","11,941","16,697","6,100","11,074","5,999","7,636","5,753","6,702","4,258","4,616","2,435","3,349",39,580,0,0,0,0,0,0
24-Oct,수인선,1886,송도,1,0,"2,526",432,"4,745","1,841","8,978","2,834","9,284","4,699","5,064","2,972","4,247","2,943","4,622","3,246","5,173","3,793","5,002","3,901","4,402","4,160","4,892","5,245","5,407","5,594","5,292","7,105","4,810","8,164","2,273","5,581","1,638","3,505","1,393","3,511",781,"2,574",373,"1,647",6,409,0,0,0,0,0,0
24-Oct,수인선,1888,인하대,60,0,"4,720",669,"12,800","4,079","26,108","5,598","21,547","19,142","10,617","11,500","9,603","13,369","10,792","9,423","11,490","11,024","11,245","10,964","11,935","11,080","13,883","11,042","18,126","13,991","17,464","20,393","14,989","26,544","8,464","15,260","7,731","10,384","8,057","9,649","6,887","6,969","4,159","5,188",122,"1,293",0,0,0,0,0,0
24-Oct,수인선,1889,숭의,5,0,"3,909","1,041","6,592","4,606","14,008","8,438","12,680","12,721","7,379","5,270","7,623","4,278","7,235","4,427","7,014","5,381","6,900","6,095","6,423","5,582","7,441","6,496","8,906","8,060","11,093","9,984","9,936","12,362","4,868","7,239","3,273","5,293","2,290","5,711","1,847","3,745",841,"2,628",7,634,0,0,0,0,0,0
24-Oct,수인선,1890,신포,5,0,"1,261",351,"1,824","1,320","3,435","4,092","3,432","8,273","2,364","3,685","2,101","2,877","2,845","3,205","3,210","3,364","3,232","3,490","3,830","3,564","4,392","3,733","5,825","4,017","6,063","4,482","6,047","5,331","3,190","2,668","2,572","1,815","2,058","1,575","1,330","1,199",563,716,5,216,0,0,0,0,0,0
24-Oct,수인선,1891,인천,97,5,609,351,"1,175","1,129","1,948","2,701","2,100","4,744","1,908","3,236","1,874","3,874","2,118","5,873","2,487","5,945","2,774","5,046","3,016","5,129","4,044","4,612","3,683","4,003","3,336","3,967","3,093","4,193","1,773","2,781","1,443","2,051","1,068","1,531",600,"1,340",122,821,2,243,0,0,0,0,0,0
24-Oct,경강선,1501,판교,8,2,756,36,"2,475","7,463","6,338","19,457","4,313","37,168","3,020","19,336","3,348","11,891","5,676","8,762","4,540","7,798","5,260","5,416","6,945","5,929","11,860","5,638","10,873","6,097","20,926","7,449","28,393","7,254","17,567","4,365","17,369","2,219","10,485","1,836","6,649","1,102","2,143",706,6,211,0,0,0,0,0,0
24-Oct,경강선,1502,이매,5,0,669,38,"1,862","1,004","4,228","2,340","3,498","3,154","1,822","1,619","1,786","1,200","1,621","1,072","1,681","1,314","1,488","1,406","1,402","1,356","1,589","1,741","2,053","1,828","2,241","2,667","2,217","2,908","1,396","2,101","1,496","1,162","1,341",930,"1,224",657,429,376,14,66,0,0,0,0,0,0
24-Oct,경강선,1503,삼동,2,0,"1,608",46,"5,752","1,328","13,503","2,536","13,990","2,236","7,860","1,193","4,681","1,263","3,861","1,461","3,591","2,044","2,805","2,175","2,423","2,820","2,444","3,955","2,609","5,069","3,502","8,554","2,895","10,496","1,381","6,949",955,"7,072",675,"4,652",498,"3,564",144,"1,881",7,63,0,0,0,0,0,0
24-Oct,경강선,1504,경기광주,0,0,"3,518",399,"16,622","2,632","43,245","6,048","42,451","10,836","21,424","5,800","15,233","5,304","12,400","5,651","12,790","6,899","10,287","7,806","8,968","9,672","9,139","11,919","11,498","15,784","11,514","22,607","8,859","34,621","4,776","29,028","3,305","22,309","2,378","14,028","1,685","12,163",615,"6,051",60,90,0,0,0,0,0,0
24-Oct,경강선,1505,초월,5,0,"1,958",124,"7,743","1,706","18,774","4,672","18,683","6,054","9,116","2,333","6,465","2,247","5,647","2,327","5,242","2,998","4,779","3,227","4,271","3,934","4,175","5,087","5,686","6,955","6,508","9,020","5,494","14,288","2,456","12,127","1,841","8,629","1,267","7,239",655,"5,898",262,"4,452",23,69,0,0,0,0,0,0
24-Oct,경강선,1506,곤지암,1,1,"1,070",157,"3,554","2,660","7,471","5,360","6,599","8,056","5,004","3,549","3,811","4,102","4,015","4,452","4,428","4,138","4,527","3,627","4,424","3,452","5,885","3,767","6,372","4,770","8,855","6,135","7,281","6,876","2,745","5,401","1,866","4,091","1,054","3,574",481,"2,767",152,"1,898",17,367,0,0,0,0,0,0
24-Oct,경강선,1507,신둔도예촌,1,1,874,28,"3,450",495,"5,819","3,006","5,029","3,465","3,768","2,042","2,939","1,400","2,515","1,903","2,543","1,404","2,596","1,699","2,210","1,815","2,886","2,124","3,371","2,683","4,288","3,649","3,628","5,025","1,534","4,998","1,075","3,229",624,"2,734",298,"2,294",108,"1,324",1,423,0,0,0,0,0,0
24-Oct,경강선,1508,이천,13,0,956,47,"3,746","2,292","8,824","6,771","7,195","9,176","6,585","4,419","5,906","4,787","5,453","5,024","5,416","5,264","5,527","4,832","5,778","5,186","5,993","5,283","7,911","6,443","8,161","7,733","7,956","10,008","4,094","7,998","3,039","6,865","2,436","4,228","1,182","3,869",606,"2,117",26,"1,021",0,0,0,0,0,0
24-Oct,경강선,1509,부발,2,0,"1,117",52,"3,662","2,017","7,682","7,206","6,400","6,965","5,516","2,459","4,272","2,414","4,424","2,453","3,905","2,967","3,903","2,667","4,018","2,777","4,238","3,314","5,234","4,750","8,118","5,386","6,122","6,664","3,207","4,964","2,336","5,288","1,265","4,214",705,"3,628",429,"3,966",20,"1,430",0,0,0,0,0,0
24-Oct,경강선,1510,세종대왕릉,1,0,264,7,594,160,"1,000",746,"1,050",870,889,812,845,791,746,756,797,858,761,559,849,782,857,718,997,938,982,794,760,"1,021",309,795,196,616,113,390,36,436,12,277,2,84,0,0,0,0,0,0
24-Oct,경강선,1511,여주,12,0,"2,340",17,"5,263",973,"10,048","3,838","8,453","5,347","6,921","8,731","5,866","4,821","5,792","6,897","5,684","5,235","6,886","5,099","7,641","5,025","8,149","5,156","8,981","6,255","8,189","8,005","6,645","9,661","3,553","9,274","2,277","6,432","1,756","4,310",896,"5,069",203,"3,554",1,"1,387",0,0,0,0,0,0
24-Oct,경강선,1512,성남,0,0,222,11,"1,492",752,"4,157","1,291","4,341","1,845","2,313",894,"1,890",858,"1,718",963,"1,477","1,190","1,278","1,122","1,162","1,212","1,708","1,832","1,738","1,944","2,158","3,049","1,573","3,979","1,073","2,474",864,"1,638",740,"1,229",748,977,209,474,17,96,0,0,0,0,0,0
24-Oct,서해선,1980,김포공항,14,4,386,"2,306",639,"7,852","1,647","10,266","2,848","12,498","3,289","8,265","3,246","7,838","3,570","9,331","3,553","8,973","5,098","8,304","5,981","7,370","6,560","6,650","6,681","7,302","8,616","8,720","10,720","7,661","6,972","4,053","6,263","1,924","6,478","1,268","5,168",953,"1,847","1,172",61,346,0,0,0,0,0,0
24-Oct,서해선,1981,원종,42,1,"5,977",993,"8,597","2,692","18,738","6,055","17,873","8,955","10,996","4,737","8,487","4,269","7,950","5,020","8,335","6,158","7,461","6,397","6,707","7,031","6,805","8,468","8,319","11,471","9,230","14,764","9,524","19,467","5,102","14,664","3,826","8,498","3,024","8,219","2,383","6,204","1,121","4,182",34,717,0,1,0,0,0,0
24-Oct,서해선,1982,부천종합운동장,56,0,"2,831",466,"4,810","1,353","12,882","3,071","13,287","4,279","6,835","2,040","4,067","1,705","3,794","1,626","3,621","2,131","3,098","2,450","2,846","2,359","2,950","2,952","3,684","4,466","4,541","5,937","5,152","9,972","2,378","7,734","1,876","4,603","1,395","3,858","1,050","3,755",448,"2,165",31,442,0,0,0,0,0,0
24-Oct,5호선,2511,방화,40,1,"5,737",7,"11,742","3,745","28,359","5,707","26,171","13,621","15,754","8,514","12,905","6,911","12,394","7,402","12,666","8,006","11,679","9,405","10,394","10,086","11,430","11,458","12,072","13,278","11,524","15,981","10,717","22,183","5,497","19,867","3,691","12,295","2,893","11,061","2,011","10,712",924,"6,352",132,"2,300",0,233,0,0,0,0
24-Oct,5호선,2512,개화산,2,0,"4,912",172,"9,259","4,218","23,820","6,695","23,102","16,541","12,992","7,636","9,869","6,248","8,924","6,552","9,163","7,686","8,943","6,949","8,002","7,551","8,064","8,572","9,648","10,859","13,261","13,142","14,107","18,812","6,032","16,182","3,891","9,937","3,330","9,759","3,224","8,399",781,"4,991",94,"1,655",0,55,0,0,0,0
