사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Oct,안산선,1758,초지,389,0,"4,380",318,"12,180","4,788","22,909","9,280","18,693","11,825","11,023","8,047","8,704","4,948","8,074","4,706","9,839","5,602","7,418","5,997","6,130","6,380","6,814","7,578","8,507","9,354","10,507","13,228","10,918","18,097","5,285","15,838","4,043","10,903","3,219","9,132","1,846","7,867",716,"6,114",65,"2,330",0,0,0,0,0,0
24-Oct,안산선,1759,안산,"2,237",13,"11,873","1,634","13,793","16,419","24,381","39,049","26,112","30,709","21,727","15,977","18,499","13,437","17,550","15,520","18,975","17,001","19,202","16,432","19,170","17,332","20,170","19,262","26,535","21,227","43,214","28,291","43,413","29,011","21,624","23,184","17,431","17,577","10,209","15,311","4,716","11,657","1,378","7,291",131,"3,045",0,0,0,0,0,0
24-Oct,안산선,1760,신길온천,95,1,"3,036",145,"5,225","1,928","9,085","4,051","7,641","2,753","5,243","1,688","3,781","1,621","3,408","1,945","3,439","2,303","2,939","2,113","2,718","2,592","3,205","3,391","3,717","3,863","4,691","5,665","4,395","7,513","2,132","5,986","1,235","3,955",926,"3,653",567,"2,908",194,"2,111",20,537,0,0,0,0,0,0
24-Oct,안산선,1761,정왕,448,6,"8,536","1,038","12,497","12,639","21,897","24,130","21,835","32,885","16,862","27,741","14,352","16,725","14,943","13,491","15,979","14,602","17,044","14,598","15,592","14,498","19,605","14,461","25,449","15,493","32,820","20,433","33,853","25,128","16,677","19,147","12,549","15,326","8,615","13,273","5,077","11,542","1,753","8,026",98,"2,332",0,0,0,0,0,0
24-Oct,안산선,1762,오이도,272,3,"6,787",541,"15,484","6,528","32,522","11,695","26,528","12,847","17,365","8,265","13,983","9,348","12,382","12,249","12,497","12,148","12,079","11,687","11,644","12,559","14,417","14,472","17,210","17,124","18,884","20,931","18,138","26,203","10,381","21,678","8,856","14,859","6,551","12,473","4,543","10,944","1,564","8,166",13,"3,450",0,0,0,0,0,0
24-Oct,안산선,1763,수리산,16,4,"3,785",594,"9,655","1,684","18,006","4,597","18,440","7,251","10,945","4,296","8,078","4,706","7,717","3,467","6,467","3,676","6,108","4,048","5,230","4,449","6,097","5,725","5,779","7,158","5,198","8,843","5,055","12,749","2,746","9,911","1,985","6,696","1,322","5,495","1,019","5,227",472,"3,158",82,956,0,0,0,0,0,0
24-Oct,과천선,1450,선바위,3,0,889,"1,449","5,794","9,240","16,287","21,719","18,612","26,669","14,615","14,757","11,553","8,276","10,242","8,213","10,901","8,026","11,855","8,237","11,286","7,763","12,585","8,675","15,764","10,443","25,281","12,459","30,521","15,230","13,475","11,325","9,264","8,495","6,450","7,609","3,780","6,637","1,305","3,683",133,721,0,0,0,0,0,0
24-Oct,과천선,1451,경마공원,0,0,449,568,987,"2,500","2,005","4,320","2,732","11,966","2,562","30,461","2,798","33,614","3,424","19,757","4,369","18,477","6,177","15,361","8,379","9,990","13,634","5,777","20,907","3,895","30,501","2,864","58,190","2,798","8,093","1,833","2,058","1,340","1,069","1,091",405,958,155,525,16,104,0,0,0,0,0,0
24-Oct,과천선,1452,대공원,1,0,152,395,375,"4,377",895,"8,543","1,618","33,546","3,282","40,898","4,243","33,772","6,559","23,236","11,730","19,151","15,243","18,808","20,227","14,808","34,032","9,403","34,800","5,398","30,852","3,443","22,277","2,322","9,332","1,199","7,506",756,"8,947",622,"5,320",474,329,279,16,47,0,0,0,0,0,0
24-Oct,과천선,1453,과천,4,0,"2,990",416,"10,902","2,567","28,214","5,897","27,622","9,611","18,319","6,620","14,022","5,763","12,648","5,804","12,157","6,859","12,051","7,638","10,837","9,071","11,181","11,045","11,843","13,333","10,261","16,485","9,218","23,149","4,949","19,193","3,354","12,253","2,294","12,211","1,830","10,824",591,"6,242",100,"1,307",0,0,0,0,0,0
24-Oct,과천선,1454,정부과천청사,16,2,"2,203","1,357","8,770","13,670","25,094","36,281","23,057","92,637","16,867","26,279","14,031","13,091","14,181","12,288","15,444","12,918","17,024","13,944","16,610","14,395","18,734","14,395","27,746","16,834","41,971","20,997","63,053","28,103","19,545","21,756","15,724","12,015","13,932","11,523","7,820","9,707","2,396","5,073",204,"1,285",0,0,0,0,0,0
24-Oct,과천선,1455,인덕원,114,9,"9,993","3,837","32,384","18,411","82,018","46,854","76,070","105,979","49,286","42,921","40,391","23,772","35,321","23,286","36,359","23,024","35,935","27,283","32,343","27,898","35,392","32,978","42,061","42,839","64,241","58,174","84,416","89,030","33,417","69,697","26,317","40,646","24,077","38,135","15,254","35,177","6,008","20,430",566,"5,811",0,0,0,0,0,0
24-Oct,과천선,1456,평촌,54,2,"5,001","2,805","23,094","9,810","63,688","33,453","52,485","84,599","29,501","29,581","23,695","15,872","21,557","14,294","22,227","15,773","20,492","19,989","20,515","18,662","23,466","20,328","27,465","25,422","46,618","33,304","59,900","49,398","22,372","43,851","17,227","23,787","15,718","20,955","11,782","18,301","4,413","10,320",506,"3,257",0,0,0,0,0,0
24-Oct,과천선,1457,범계,118,7,"9,649","3,662","39,685","13,988","103,674","26,044","87,120","60,459","50,837","47,077","40,581","33,700","39,649","33,413","43,329","33,779","41,333","41,463","40,050","40,243","43,656","45,962","49,102","58,961","54,810","74,322","60,332","105,373","37,261","85,954","39,547","44,824","30,073","39,372","25,254","34,223","10,348","18,745","1,030","5,801",1,0,0,0,0,0
24-Oct,분당선,1023,선릉,41,0,"1,236","1,676","2,503","12,898","5,771","49,177","8,150","126,793","7,293","84,372","8,129","39,031","9,958","26,509","12,239","23,741","13,883","24,591","15,408","20,145","20,125","17,557","27,862","19,885","51,173","22,884","74,241","24,956","32,728","15,039","21,410","8,100","18,656","6,899","15,913","5,805","4,542","3,476",212,734,0,0,0,0,0,0
24-Oct,분당선,1024,한티,11,1,"2,549","1,559","8,617","10,662","24,469","31,597","28,562","50,030","19,509","42,252","16,701","28,083","18,017","21,772","22,099","26,816","23,478","34,456","23,182","25,324","26,912","26,939","31,720","34,065","46,897","45,712","45,811","40,969","28,751","27,025","32,581","16,291","28,658","13,858","34,823","11,997","4,566","6,308",237,368,0,0,0,0,0,0
24-Oct,분당선,1025,도곡,56,1,"1,671","1,103","4,756","7,070","11,965","16,326","17,237","24,457","14,190","19,075","11,650","9,769","11,658","9,353","11,741","9,902","12,109","10,743","12,488","11,369","15,469","12,164","17,331","13,396","21,286","15,707","22,787","17,448","11,240","14,455","8,274","9,482","6,711","8,411","5,367","6,977","1,101","3,959",62,320,0,0,0,0,0,0
24-Oct,분당선,1026,구룡,3,1,876,615,"3,134","4,100","9,901","10,003","14,116","9,121","10,096","4,515","7,306","3,360","6,161","3,336","6,433","4,243","6,061","4,844","6,576","4,906","6,126","5,717","9,208","7,004","7,197","8,660","6,363","10,676","3,842","8,736","2,483","5,108","2,437","4,669","1,355","4,320",306,"2,639",20,89,0,0,0,0,0,0
24-Oct,분당선,1027,개포동,2,0,"1,202",495,"4,396","3,487","13,656","7,069","15,330","9,222","10,213","7,156","8,064","6,363","7,360","5,003","8,459","5,832","7,713","6,392","7,151","6,679","8,023","7,782","8,962","9,102","8,762","12,175","8,870","15,220","5,460","12,093","4,355","7,386","4,149","6,965","3,654","6,073","1,430","3,525",35,115,0,0,0,0,0,0
24-Oct,분당선,1028,대모산입구,10,0,"2,769",612,"7,616","3,054","24,872","6,653","26,845","12,060","15,574","6,514","11,163","4,925","10,018","5,400","9,460","6,347","8,659","7,272","7,376","7,055","7,687","9,703","9,797","11,373","10,707","15,095","10,495","19,291","5,223","15,969","3,729","9,896","2,921","9,668","2,015","9,610",629,"5,226",18,276,0,0,0,0,0,0
24-Oct,분당선,1030,수서,101,3,"4,287","4,971","9,806","15,666","39,917","30,823","58,035","49,018","36,837","30,671","34,191","22,709","25,245","20,684","31,899","24,609","26,331","22,369","21,630","23,590","29,455","27,572","31,700","33,412","41,788","47,252","44,053","62,304","21,803","39,673","19,791","27,144","14,936","24,918","14,901","21,946","8,445","8,710",144,"1,552",0,0,0,0,0,0
24-Oct,분당선,1031,복정,0,0,0,0,0,0,3,0,16,0,11,0,14,0,17,0,15,0,12,0,15,0,11,0,12,0,7,0,19,0,15,0,2,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0
24-Oct,분당선,1846,수원,592,4,"5,720",804,"9,408","4,938","23,894","10,197","24,678","14,999","13,328","13,338","9,188","10,286","9,413","12,598","10,392","13,414","10,792","12,850","10,893","12,844","13,492","12,799","16,131","16,442","18,615","23,332","20,304","27,272","15,259","18,876","15,199","10,892","12,694","8,057","10,908","6,094","4,098","3,920",109,735,0,0,0,0,0,0
24-Oct,분당선,1847,서울숲,223,1,"2,928",597,"5,367","6,643","13,259","24,222","21,967","48,386","14,959","42,488","9,837","33,309","11,882","30,602","15,154","29,552","18,838","30,979","23,416","29,402","30,726","27,730","38,521","26,388","54,363","26,340","61,652","30,910","38,367","19,485","26,583","10,365","21,388","8,220","12,386","7,613","3,741","3,617",141,842,0,0,0,0,0,0
24-Oct,분당선,1848,압구정로데오,149,4,"2,428","1,253","3,908","12,061","5,826","25,917","8,866","70,128","8,995","101,349","10,841","59,828","16,443","45,237","21,850","38,511","25,952","38,810","32,264","36,135","42,135","34,933","51,031","36,016","67,918","41,571","87,499","45,596","67,649","26,369","54,851","12,767","37,866","9,097","26,710","7,451","9,502","4,625",483,"1,007",0,0,0,0,0,0
24-Oct,분당선,1849,강남구청,21,1,"1,410",787,"2,703","6,288","7,949","18,384","11,643","54,637","9,749","43,713","9,098","21,548","10,188","15,564","11,763","15,612","13,041","16,788","14,553","15,271","16,164","14,991","19,689","15,622","31,706","18,102","47,611","21,876","24,030","13,146","14,473","7,758","12,599","6,366","8,647","5,607","2,908","3,200",86,679,0,0,0,0,0,0
24-Oct,분당선,1850,선정릉,13,0,909,878,"2,258","4,860","5,208","13,328","7,424","45,163","6,658","38,030","6,242","14,822","6,986","9,464","8,474","8,887","9,397","9,646","10,621","8,692","11,584","7,829","13,903","8,371","26,448","9,792","39,457","10,466","20,527","6,767","11,000","4,347","8,801","3,978","5,553","3,642","2,003","2,169",94,463,0,0,0,0,0,0
24-Oct,분당선,1851,가천대,40,2,"4,818",863,"7,283","3,916","18,306","7,620","24,266","42,366","17,215","31,899","13,788","25,835","16,216","18,362","19,065","25,130","19,878","20,109","23,860","17,834","26,047","14,093","35,957","15,055","36,692","18,586","22,559","24,632","13,898","19,981","11,464","14,771","9,639","15,478","8,854","15,986","5,423","11,153",259,"1,222",0,0,0,0,0,0
24-Oct,분당선,1852,태평,385,34,"15,734","1,715","19,936","5,077","43,202","8,100","62,308","17,553","41,658","12,963","25,070","12,512","21,137","14,227","22,355","15,695","21,156","16,607","18,833","18,714","18,522","25,995","20,106","30,228","20,968","35,950","18,760","45,196","10,941","33,106","8,234","24,981","6,138","27,589","4,427","21,141","1,819","12,429",71,"1,142",0,0,0,0,0,0
24-Oct,분당선,1853,모란,491,23,"16,211","3,149","22,489","12,052","54,952","24,772","69,461","37,730","49,389","31,530","36,748","31,455","34,963","36,940","39,184","35,656","38,828","37,317","37,336","36,940","38,937","44,291","41,607","46,672","42,940","50,095","40,585","64,935","24,181","47,820","17,485","35,396","14,702","32,376","11,624","26,177","6,060","16,226",306,"1,556",0,0,0,0,0,0
24-Oct,분당선,1854,야탑,167,6,"8,252","3,364","20,741","16,371","55,293","42,558","62,432","98,766","45,938","56,555","37,789","40,613","38,622","35,829","40,219","39,622","39,947","42,380","40,650","39,454","46,165","43,691","53,252","49,217","67,799","59,558","81,814","74,563","39,618","55,496","32,820","35,681","27,343","27,556","18,067","27,170","7,062","14,815",288,"2,305",0,0,0,0,0,0
24-Oct,분당선,1855,서현,279,11,"4,499","3,037","13,081","12,599","35,996","34,779","40,423","87,841","31,810","70,913","29,499","41,103","31,028","36,523","33,981","36,698","36,201","39,157","38,918","40,265","45,005","37,914","50,469","43,724","67,047","50,703","85,784","61,351","48,037","43,507","44,276","27,246","35,601","22,059","25,394","18,093","9,715","10,116",404,"1,520",0,0,0,0,0,0
24-Oct,분당선,1856,수내,158,2,"3,056","1,991","7,999","8,498","20,059","24,717","23,465","59,205","17,490","43,412","14,883","22,927","16,120","19,012","19,176","18,673","19,952","19,384","22,362","18,798","23,210","19,653","26,887","21,868","41,017","25,695","51,455","28,980","28,506","21,452","24,712","13,247","18,568","11,845","13,634","10,758","3,881","5,433",218,"1,006",0,0,0,0,0,0
24-Oct,분당선,1857,정자,344,13,"3,410","1,315","10,808","16,368","27,942","44,802","32,372","83,120","25,706","51,996","20,103","25,628","20,618","20,968","21,342","19,586","22,031","22,167","22,908","19,754","27,365","22,268","31,960","28,279","59,415","39,919","68,320","48,246","37,205","36,164","29,919","23,302","30,563","19,212","26,333","17,089","9,792","10,203","1,024","2,805",0,0,0,0,0,0
24-Oct,분당선,1858,미금,670,9,"3,801",805,"13,246","11,072","27,434","21,815","32,236","47,677","24,821","35,595","25,279","23,713","27,188","24,103","27,301","24,384","26,849","26,934","27,992","26,507","33,049","26,246","32,805","30,163","37,373","34,552","39,433","41,278","21,413","30,300","17,548","21,400","17,295","17,840","12,570","15,858","4,154","9,236",175,"2,123",0,0,0,0,0,0
24-Oct,분당선,1859,오리,721,7,"4,041",503,"15,927","8,039","30,831","15,267","31,202","36,935","22,815","19,219","18,568","11,497","17,696","11,768","18,104","13,669","17,525","12,530","17,097","13,627","18,202","15,267","20,375","16,637","28,002","19,800","34,901","25,005","13,432","20,753","10,383","14,629","8,742","12,786","5,673","11,216","2,118","6,335",91,"1,798",0,0,0,0,0,0
24-Oct,분당선,1860,이매,61,4,"2,674","1,031","6,622","3,742","15,580","10,505","16,905","16,047","12,157","7,485","10,437","6,959","9,790","7,260","10,528","7,798","8,688","8,322","8,871","7,631","9,610","9,048","15,359","10,847","12,329","13,120","14,059","16,868","6,099","12,885","5,452","7,970","6,466","7,271","3,571","7,560",909,"4,419",53,886,0,0,0,0,0,0
24-Oct,분당선,1861,보정,75,0,"1,247",113,"3,760","1,306","9,475","2,922","10,573","6,137","7,378","2,365","5,709","1,564","4,774","2,152","4,000","2,496","3,891","2,566","3,344","3,135","4,013","4,302","4,488","5,142","4,596","6,067","3,697","7,202","1,622","6,750","1,361","4,327","1,130","3,970",960,"3,752",312,"2,514",5,155,0,0,0,0,0,0
24-Oct,분당선,1862,죽전,"1,782",4,"5,361",951,"16,946","8,283","43,554","17,809","38,930","29,389","26,026","27,658","20,282","22,400","19,068","22,490","20,708","21,546","20,776","22,058","21,932","23,362","24,353","25,720","27,307","30,806","32,948","36,524","33,333","49,529","22,226","40,283","25,955","25,136","13,636","21,369","10,635","20,643","3,303","14,349",4,"6,959",1,1,0,0,0,0
24-Oct,분당선,1863,구성,174,0,"3,165",608,"10,414","4,598","25,817","9,109","27,680","11,261","17,048","7,276","13,217","5,640","11,323","6,445","10,328","7,427","8,937","7,787","8,166","8,524","8,850","11,189","11,153","13,297","12,875","20,198","12,046","27,277","6,711","20,606","5,668","14,040","4,211","11,246","3,397","12,164","1,595","6,609",130,501,0,0,0,0,0,0
24-Oct,분당선,1864,신갈,97,1,"2,996",259,"9,797","1,279","20,156","2,448","20,963","7,268","12,694","4,728","9,366","3,983","8,356","4,483","7,482","5,232","7,369","6,164","6,431","6,438","7,063","8,170","7,603","8,839","6,362","12,560","5,509","18,776","2,562","15,171","1,993","9,792","1,881","8,021","1,334","8,949",408,"5,057",10,315,0,0,0,0,0,0
24-Oct,분당선,1865,기흥,326,15,"6,320",837,"17,133","5,091","39,082","15,072","38,539","29,001","21,437","13,838","16,017","12,192","16,246","12,322","15,623","10,595","15,154","13,716","16,177","12,633","15,853","14,351","18,769","17,422","24,368","25,003","25,157","37,352","13,760","31,440","10,327","18,932","9,171","14,703","7,377","15,469","2,564","9,346",47,900,0,0,0,0,0,0
24-Oct,분당선,1866,상갈,32,1,"3,518",780,"9,146","3,107","21,112","7,210","21,832","9,943","13,984","5,993","10,209","4,907","9,223","5,302","8,073","5,207","7,670","7,284","7,192","6,608","7,582","8,146","8,737","11,598","11,329","14,801","10,872","17,627","5,930","14,961","3,864","11,353","3,535","10,002","1,900","8,921",666,"4,897",4,705,0,0,0,0,0,0
24-Oct,분당선,1867,청명,49,1,"3,355",899,"8,229","2,202","19,916","6,046","20,989","10,180","10,938","4,984","7,283","4,560","6,418","4,329","6,461","4,756","6,213","5,167","5,896","5,828","6,735","6,790","7,392","8,494","7,920","12,734","10,013","17,593","4,686","13,625","3,108","8,884","2,449","8,383","2,306","7,088",736,"4,174",11,274,0,0,0,0,0,0
24-Oct,분당선,1868,영통,78,4,"3,101","2,044","8,856","4,768","19,562","11,104","20,193","26,925","12,632","19,687","10,831","13,905","11,312","12,244","13,041","14,004","13,911","13,780","13,800","13,981","16,174","14,062","19,496","16,380","24,986","23,928","26,870","28,060","14,882","20,370","13,199","12,884","13,879","12,005","15,078","11,692","5,277","6,727",177,462,0,0,0,0,0,0
24-Oct,분당선,1869,망포,56,0,"6,428","3,435","22,876","10,758","58,613","28,682","53,883","45,094","27,513","17,724","19,312","10,360","17,522","11,472","18,402","12,895","18,082","13,552","15,719","13,459","17,699","19,415","22,720","24,012","37,978","34,594","44,480","50,907","22,973","46,418","16,824","29,544","14,040","22,525","10,724","20,843","3,982","12,595",130,993,0,0,0,0,0,0
24-Oct,분당선,1870,매탄권선,91,0,"4,319",806,"11,101","3,104","23,672","5,732","23,048","14,060","12,573","5,513","9,176","3,839","8,387","3,882","8,686","4,901","6,913","5,503","5,801","5,211","6,870","7,757","9,840","10,446","10,127","14,786","8,815","22,452","5,191","15,920","3,895","10,872","3,299","8,943","2,801","9,234",829,"5,697",23,623,0,0,0,0,0,0
24-Oct,분당선,1871,수원시청,256,3,"6,573","1,963","13,818","7,514","33,989","18,564","33,044","53,759","17,806","37,140","15,624","19,831","17,762","18,323","19,999","21,329","18,806","22,593","19,857","17,792","24,934","19,985","31,374","24,061","34,507","38,063","44,989","51,280","23,248","36,778","21,542","24,328","22,643","16,784","17,179","15,739","6,325","10,102",222,"1,207",0,0,0,0,0,0
24-Oct,분당선,1872,매교,395,4,"5,449","1,091","11,110","2,785","22,909","6,130","23,497","13,916","10,838","5,692","7,333","4,611","6,930","5,443","7,065","6,457","6,480","5,982","5,613","6,789","6,651","7,353","11,604","10,349","10,553","15,667","8,225","21,025","4,692","15,196","3,905","10,238","3,331","8,419","2,694","6,873",678,"3,971",15,647,0,0,0,0,0,0
24-Oct,일산선,1948,원흥,332,22,"7,364",520,"18,525","4,531","49,177","7,092","52,423","15,464","29,795","11,382","22,712","9,385","19,254","9,918","19,398","11,767","18,124","13,561","15,270","14,601","14,977","19,259","15,747","23,666","17,504","30,642","18,413","40,952","9,323","39,865","7,288","24,384","6,315","22,135","4,565","19,640","2,290","11,691",316,"2,623",0,0,0,0,0,0
